学生番号【ダミー】,年度,Q01_所属学部,Q01_所属学部_ラベル,Q02_学年,Q03_履修科目数,Q04_授業時間外学習時間,Q04_授業時間外学習時間_ラベル,Q05_授業の理解度,Q05_授業の理解度_ラベル,Q06_授業の満足度,Q06_授業の満足度_ラベル,Q07_課題が多い,Q07_課題が多い_ラベル,Q08_あなたの学生生活は充実していますか,Q08_あなたの学生生活は充実していますか_ラベル,Q09_教員とのコミュニケーション,Q09_教員とのコミュニケーション_ラベル,Q10_他の学生とのコミュニケーション,Q10_他の学生とのコミュニケーション_ラベル,Q11_図書館の設備,Q11_図書館の設備_ラベル,Q12_学内のICT環境について,Q12_学内のICT環境について_ラベル,GPA,TOEIC
"19A262",2020.000,3,"保健学部","2年生",12,8,"20 時間以上",4,"よく理解できた",4,"満足",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",3,"いくらかうまくいった",2,"不満",3,"どちらでもない",0.510,267.000
"19A263",2020.000,1,"文学部","2年生",5,7,"16-20 時間",5,"大変よく理解できた",2,"不満",2,"あまりそう思わない",1,"充実していない",2,"あまりうまくいかなかった",4,"とてもうまくいった",1,"とても不満",2,"不満",0.800,148.000
"19A264",2020.000,1,"文学部","2年生",11,8,"20 時間以上",5,"大変よく理解できた",3,"どちらでもない",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",4,"満足",3,"どちらでもない",3.810,653.000
"19A265",2020.000,3,"保健学部","2年生",6,4,"3-5 時間",2,"あまり理解できなかった",4,"満足",2,"あまりそう思わない",4,"充実している",3,"いくらかうまくいった",2,"あまりうまくいかなかった",5,"とても満足",4,"満足",1.020,313.000
"19A266",2020.000,1,"文学部","2年生",9,4,"3-5 時間",3,"どちらでもない",5,"とても満足",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",5,"とても満足",2.330,485.000
"19A267",2020.000,2,"商学部","2年生",11,6,"11-15 時間",3,"どちらでもない",1,"とても不満",5,"とてもそう思う",4,"充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",3,"どちらでもない",0.700,290.000
"19A268",2020.000,1,"文学部","2年生",13,4,"3-5 時間",5,"大変よく理解できた",2,"不満",5,"とてもそう思う",2,"あまり充実していない",4,"とてもうまくいった",2,"あまりうまくいかなかった",3,"どちらでもない",4,"満足",2.250,623.000
"19A269",2020.000,1,"文学部","2年生",9,7,"16-20 時間",4,"よく理解できた",2,"不満",1,"まったくそう思わない",2,"あまり充実していない",3,"いくらかうまくいった",2,"あまりうまくいかなかった",3,"どちらでもない",5,"とても満足",3.490,617.000
"19A270",2020.000,1,"文学部","2年生",4,2,"1 時間未満",4,"よく理解できた",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",2.630,715.000
"19A271",2020.000,3,"保健学部","2年生",12,7,"16-20 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",4,"とてもうまくいった",2,"不満",4,"満足",1.800,309.000
"19A272",2020.000,2,"商学部","2年生",12,6,"11-15 時間",3,"どちらでもない",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",2.670,489.000
"19A273",2020.000,2,"商学部","2年生",8,6,"11-15 時間",3,"どちらでもない",2,"不満",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",1,"とても不満",2.520,795.000
"19A274",2020.000,2,"商学部","2年生",10,5,"6-10 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",2,"不満",3.590,528.000
"19A275",2020.000,3,"保健学部","2年生",11,6,"11-15 時間",5,"大変よく理解できた",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",4,"とてもうまくいった",4,"とてもうまくいった",1,"とても不満",3,"どちらでもない",2.660,520.000
"19A276",2020.000,1,"文学部","2年生",6,5,"6-10 時間",5,"大変よく理解できた",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",4,"満足",2.320,544.000
"19A277",2020.000,2,"商学部","2年生",9,3,"1-2 時間",2,"あまり理解できなかった",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",1,"とても不満",3.460,509.000
"19A278",2020.000,3,"保健学部","2年生",8,7,"16-20 時間",1,"まったく理解できなかった",2,"不満",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",2,"不満",3.110,684.000
"19A279",2020.000,1,"文学部","2年生",11,6,"11-15 時間",3,"どちらでもない",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",3,"いくらかうまくいった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",2.510,445.000
"19A280",2020.000,3,"保健学部","2年生",8,4,"3-5 時間",5,"大変よく理解できた",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",4,"とてもうまくいった",4,"とてもうまくいった",4,"満足",4,"満足",2.140,598.000
"19A281",2020.000,3,"保健学部","2年生",11,6,"11-15 時間",4,"よく理解できた",3,"どちらでもない",5,"とてもそう思う",1,"充実していない",3,"いくらかうまくいった",3,"いくらかうまくいった",3,"どちらでもない",1,"とても不満",1.610,741.000
"19A282",2020.000,1,"文学部","2年生",11,8,"20 時間以上",4,"よく理解できた",4,"満足",4,"ややそう思う",2,"あまり充実していない",4,"とてもうまくいった",4,"とてもうまくいった",1,"とても不満",2,"不満",0.680,221.000
"19A283",2020.000,2,"商学部","2年生",2,1,"全然ない",3,"どちらでもない",2,"不満",2,"あまりそう思わない",3,"まあまあ充実している",3,"いくらかうまくいった",1,"まったくうまくいかなかった",2,"不満",3,"どちらでもない",3.770,667.000
"19A284",2020.000,3,"保健学部","2年生",12,8,"20 時間以上",3,"どちらでもない",3,"どちらでもない",4,"ややそう思う",1,"充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",4,"満足",2.920,682.000
"19A285",2020.000,2,"商学部","2年生",6,3,"1-2 時間",5,"大変よく理解できた",4,"満足",4,"ややそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",4,"満足",5,"とても満足",3.310,609.000
"19A286",2020.000,3,"保健学部","2年生",12,6,"11-15 時間",2,"あまり理解できなかった",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",3,"どちらでもない",1.810,414.000
"19A287",2020.000,2,"商学部","2年生",12,7,"16-20 時間",1,"まったく理解できなかった",1,"とても不満",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",4,"満足",2.530,443.000
"19A288",2020.000,1,"文学部","2年生",13,6,"11-15 時間",3,"どちらでもない",2,"不満",5,"とてもそう思う",4,"充実している",3,"いくらかうまくいった",1,"まったくうまくいかなかった",4,"満足",3,"どちらでもない",2.550,693.000
"19A289",2020.000,1,"文学部","2年生",9,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",2,"あまりそう思わない",4,"充実している",4,"とてもうまくいった",3,"いくらかうまくいった",5,"とても満足",3,"どちらでもない",2.700,494.000
"19A290",2020.000,3,"保健学部","2年生",10,6,"11-15 時間",3,"どちらでもない",3,"どちらでもない",3,"どちらでもない",4,"充実している",3,"いくらかうまくいった",4,"とてもうまくいった",2,"不満",2,"不満",2.260,592.000
"19A291",2020.000,2,"商学部","2年生",11,5,"6-10 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",4,"とてもうまくいった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",2.400,372.000
"19A292",2020.000,1,"文学部","2年生",11,8,"20 時間以上",5,"大変よく理解できた",5,"とても満足",5,"とてもそう思う",4,"充実している",3,"いくらかうまくいった",4,"とてもうまくいった",4,"満足",4,"満足",3.230,706.000
"19A293",2020.000,2,"商学部","2年生",8,5,"6-10 時間",5,"大変よく理解できた",4,"満足",4,"ややそう思う",1,"充実していない",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",1,"とても不満",1,"とても不満",2.070,459.000
"19A294",2020.000,1,"文学部","2年生",10,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",2,"不満",1,"とても不満",1.960,259.000
"19A295",2020.000,3,"保健学部","2年生",5,5,"6-10 時間",1,"まったく理解できなかった",3,"どちらでもない",1,"まったくそう思わない",2,"あまり充実していない",4,"とてもうまくいった",3,"いくらかうまくいった",3,"どちらでもない",2,"不満",0.920,345.000
"19A296",2020.000,2,"商学部","2年生",12,7,"16-20 時間",2,"あまり理解できなかった",3,"どちらでもない",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",2,"あまりうまくいかなかった",4,"満足",3,"どちらでもない",2.280,640.000
"20A001",2020.000,1,"文学部","1年生",9,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",5,"とてもそう思う",1,"充実していない",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",2,"不満",1,"とても不満",3.300,603.000
"20A002",2020.000,2,"商学部","1年生",8,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",2,"不満",2.970,533.000
"20A003",2020.000,3,"保健学部","1年生",11,8,"20 時間以上",3,"どちらでもない",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",1.410,262.000
"20A004",2020.000,1,"文学部","1年生",12,7,"16-20 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",4,"満足",1.910,394.000
"20A005",2020.000,2,"商学部","1年生",13,5,"6-10 時間",3,"どちらでもない",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",5,"とても満足",5,"とても満足",1.910,421.000
"20A006",2020.000,3,"保健学部","1年生",12,6,"11-15 時間",2,"あまり理解できなかった",3,"どちらでもない",5,"とてもそう思う",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",1,"とても不満",2,"不満",2.580,646.000
"20A007",2020.000,1,"文学部","1年生",3,2,"1 時間未満",3,"どちらでもない",2,"不満",2,"あまりそう思わない",3,"まあまあ充実している",1,"まったくうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",1.760,708.000
"20A008",2020.000,3,"保健学部","1年生",13,8,"20 時間以上",2,"あまり理解できなかった",2,"不満",4,"ややそう思う",4,"充実している",1,"まったくうまくいかなかった",4,"とてもうまくいった",2,"不満",4,"満足",0.670,358.000
